FirstName;LastName;age;City;State;StreetAddress;streetNumber
Calvin;Taft;27;Lansing;Colorado;Cerrillos Road;57682
Lyndon;Polk;50;Dover;West Virginia;Milpas Street;78757
Gerald;Taft;27;Juneau;Idaho;North Preisker Lane;53226
Rutherford;Adams;28;Nashville;Ohio;French Camp Turnpike Road;4085
Jimmy;Fillmore;90;Charleston;Hawaii;San Simeon;19162
Martin;Harrison;89;Baton Rouge;Connecticut;Harry S Truman Blvd;75873
Calvin;Harding;18;Denver;Massachusetts;North Ventu Park Road;92343
Ronald;Cleveland;69;Carson City;New Hampshire;Cabrillo Highway;59285
Chester;Jefferson;98;Saint Paul;Alabama;Corona Del Mar;37018
Warren;Van Buren;89;Nashville;North Dakota;Newbury Road;53708
Benjamin;Taylor;77;Juneau;Minnesota;Redwood Highway;69121
Jimmy;Harrison;63;Hartford;New Jersey;Tully Road East;62004
Gerald;Roosevelt;31;Sacramento;Arkansas;Woodson Rd.;57043
Franklin;Johnson;30;Jackson;Delaware;Jones Road;81530
George;Quincy;15;Harrisburg;Nebraska;Via Real;50347
Thomas;Johnson;45;Lansing;Iowa;North Atherton Street;13732
Grover;Cleveland;84;Bismarck;New Jersey;Harry S Truman Blvd;34493
James;Hayes;69;Phoenix;North Carolina;Hutchinson Rd;98153
James;Harrison;42;Lincoln;North Carolina;Santa Rosa South;64234
Theodore;Kennedy;19;Columbus;Florida;Monroe Street;40180
Bill;Washington;92;Richmond;Iowa;Corona Del Mar;70787
Zachary;Adams;62;Albany;Alabama;Lindbergh Blvd;64280
James;Adams;60;Providence;Massachusetts;Carpinteria Avenue;33898
Thomas;Coolidge;22;Austin;Indiana;San Ysidro Blvd;79099
Dwight;Carter;80;Augusta;Pennsylvania;Camelback Rd;36117
Jimmy;Hoover;54;Salem;Wisconsin;Carpinteria Avenue;53875
Herbert;Lincoln;25;Frankfort;Arkansas;Lake Tahoe Blvd.;85655
John;Eisenhower;41;Santa Fe;Alaska;N Kentwood;42340
John;Arthur;79;Helena;Maine;Cerrillos Road;79596
Andrew;Truman;26;Madison;Montana;Redwood Highway;38833
Martin;Van Buren;21;Phoenix;New York;Erringer Road;40400
Woodrow;Kennedy;68;Jackson;Nevada;San Luis Obispo North;48679
Bill;Adams;42;Concord;Nevada;French Camp Turnpike Road;66143
Ronald;Johnson;48;Atlanta;Oregon;N Kentwood;11151
Martin;Ford;54;Atlanta;Rhode Island;South Roosevelt Drive;94925
Gerald;Carter;39;Indianapolis;Maryland;Pacific Hwy S;37289
James;Hoover;72;Helena;North Carolina;Santa Monica Road;63777
Andrew;Polk;40;Atlanta;Delaware;Carpinteria Avenue;48631
Richard;Kennedy;65;Augusta;New York;San Simeon;95412
John;Nixon;59;Charleston;South Carolina;Cabrillo Highway;6980
William;Jefferson;95;Salt Lake City;Delaware;East 1st Street;36357
Gerald;McKinley;96;Salt Lake City;Georgia;Jones Road;63843
Richard;Truman;26;Columbus;Indiana;East 1st Street;97622
Woodrow;Pierce;38;Saint Paul;North Dakota;Erringer Road;83506
Herbert;Reagan;31;Austin;Vermont;San Diego Freeway;75011
Warren;Reagan;86;Indianapolis;Arkansas;Jones Road;81611
Richard;Nixon;36;Boston;Missouri;Tully Road East;97482
James;Kennedy;48;Topeka;New Mexico;Santa Ana Freeway;96186
Ronald;Garfield;53;Oklahoma City;Michigan;N Kentwood;26603
Millard;Wilson;79;Lincoln;Nebraska;Tanger Blvd;67770
Lyndon;Arthur;26;Helena;Kansas;Woodson Rd.;1775
Benjamin;Carter;52;Sacramento;Indiana;Timberlane Drive;45987
Harry;Wilson;42;Frankfort;Missouri;East Fry Blvd.;49555
John;Taft;65;Salt Lake City;South Dakota;East Fry Blvd.;81229
Ronald;Wilson;51;Boston;Virginia;French Camp Turnpike Road;91590
Rutherford;Polk;77;Saint Paul;Maine;Moreno Drive;69998
Bill;Taylor;27;Juneau;Louisiana;San Luis Obispo North;46191
Franklin;Coolidge;31;Nashville;Nebraska;Carpinteria Avenue;42573
Lyndon;Arthur;91;Salt Lake City;New Mexico;Carpinteria South;10934
Millard;Coolidge;64;Jefferson City;Indiana;Hutchinson Rd;51802
Jimmy;Kennedy;30;Augusta;Montana;San Diego Freeway;86495
Harry;Roosevelt;38;Santa Fe;Wisconsin;Katella Avenue;5499
Zachary;Grant;71;Baton Rouge;Utah;Jones Road;89579
Warren;Nixon;19;Pierre;Vermont;San Diego Freeway;93797
Ulysses;Monroe;23;Atlanta;Alaska;Milpas Street;50770
Thomas;Coolidge;75;Providence;Maine;East 1st Street;82347
John;Harrison;62;Austin;Pennsylvania;Santa Ana Freeway;82790
Bill;Monroe;16;Des Moines;Alaska;San Diego Freeway;55878
Calvin;Hoover;64;Salt Lake City;Nevada;Cabrillo Highway;78151
Millard;Washington;24;Boston;Alaska;Hutchinson Rd;11761
George;Reagan;66;Salt Lake City;West Virginia;Fontaine Road;80916
Richard;Harding;57;Lansing;New York;San Simeon;75150
Ulysses;Wilson;18;Annapolis;Maryland;Richmond Hill;14292
Rutherford;Madison;89;Austin;Vermont;N Kentwood;65245
Ronald;Quincy;17;Salt Lake City;Oregon;San Ysidro Blvd;9186
Herbert;McKinley;62;Lansing;Oregon;Jean de la Fontaine;13470
Franklin;Truman;81;Jackson;North Carolina;San Diego Freeway;4744
Calvin;Wilson;74;Jefferson City;Maryland;Burnett Road;69930
Rutherford;Jefferson;69;Montpelier;North Dakota;Lake Tahoe Blvd.;2160
Harry;Grant;72;Topeka;Nebraska;San Simeon;33624
Ronald;Harding;22;Baton Rouge;Oklahoma;San Ysidro Blvd;80661
Warren;Nixon;69;Springfield;Arkansas;Corona Del Mar;77297
Millard;Quincy;64;Charleston;Washington;Carpinteria Avenue;98361
Herbert;Adams;82;Cheyenne;Mississippi;Hutchinson Rd;80812
Rutherford;Adams;91;Pierre;Illinois;Via Real;30434
Ulysses;Hoover;39;Little Rock;Kansas;North Erringer Road;31948
Warren;Harrison;15;Hartford;California;Jean de la Fontaine;58474
George;Buchanan;80;Oklahoma City;North Dakota;Erringer Road;43894
Herbert;Roosevelt;16;Denver;New Mexico;Erringer Road;44693
Woodrow;Monroe;99;Trenton;Louisiana;Via Real;90675
William;Hayes;34;Indianapolis;Oregon;Pacific Hwy S;65335
Andrew;Pierce;75;Helena;Rhode Island;Calle Real;90434
Millard;Coolidge;73;Atlanta;Arkansas;Moreno Drive;62854
Grover;Roosevelt;55;Sacramento;Illinois;Bayshore Freeway;10175
Rutherford;Polk;28;Jefferson City;Tennessee;Cabrillo Highway;15567
Thomas;Jefferson;29;Providence;Washington;San Luis Obispo North;11143
Thomas;Clinton;89;Providence;Florida;Jones Road;36986
Gerald;Harrison;16;Frankfort;Mississippi;Santa Monica Road;61655
Thomas;Reagan;56;Juneau;Wyoming;Pacific Hwy S;61242
Dwight;Ford;100;Hartford;Idaho;North Broadway Street;72630
Chester;Van Buren;79;Frankfort;Arkansas;Santa Monica Road;63218
Chester;Buchanan;73;Concord;Kansas;Bayshore Freeway;42462
Abraham;Lincoln;53;Raleigh;Connecticut;North Atherton Street;5403
Lyndon;Johnson;88;Lincoln;South Dakota;Tully Road East;62712
Franklin;Harrison;95;Sacramento;Wisconsin;Apalachee Parkway;12308
Martin;Taylor;57;Lincoln;New Hampshire;Carpinteria Avenue;38476
Thomas;Jefferson;96;Raleigh;Virginia;East Main Street;97503
George;Reagan;51;Charleston;New Jersey;Castillo Drive;19552
Zachary;Taft;46;Indianapolis;Arkansas;Monroe Street;19142
Ronald;Jackson;23;Little Rock;Maryland;N Harrison St;46634
Zachary;Monroe;44;Harrisburg;Tennessee;North Atherton Street;14047
Millard;Eisenhower;60;Topeka;Ohio;Santa Rosa North;65016
Andrew;Polk;91;Springfield;Georgia;San Luis Obispo North;66121
Andrew;Tyler;86;Dover;South Carolina;Santa Ana Freeway;94375
William;Washington;77;Columbia;Ohio;Pacific Hwy S;45687
Woodrow;Eisenhower;62;Providence;Mississippi;Corona Del Mar;13426
Benjamin;McKinley;51;Des Moines;Nevada;Hutchinson Rd;17272
James;McKinley;30;Augusta;Iowa;Camelback Rd;92108
Grover;Fillmore;16;Cheyenne;Indiana;Richmond Hill;45004
Jimmy;Hayes;35;Jackson;West Virginia;Timberlane Drive;99683
William;Monroe;17;Annapolis;Louisiana;Cerrillos Road;28845
James;Tyler;54;Annapolis;New York;Corona Del Mar;25993
Chester;Nixon;18;Concord;New York;North Erringer Road;18922
Dwight;Polk;38;Austin;Texas;East Main Street;65372
Franklin;Buchanan;40;Annapolis;Maryland;Grandview Drive;77833
Zachary;Kennedy;48;Jackson;North Carolina;S Rustle St;41407
George;Harding;72;Pierre;New Hampshire;Santa Rosa North;76419
Franklin;Nixon;99;Jackson;Hawaii;Jones Road;57920
Ronald;Harrison;33;Carson City;Tennessee;Greenwood Road;12469
Theodore;Wilson;23;Denver;Montana;Hutchinson Rd;82404
Gerald;Harrison;30;Honolulu;Utah;Carpinteria Avenue;65711
Grover;Nixon;33;Olympia;Wyoming;Tanger Blvd;36310
Gerald;Harrison;65;Bismarck;Colorado;Santa Rosa North;38212
Chester;Roosevelt;35;Providence;Kentucky;Fontaine Road;39270
James;Roosevelt;20;Topeka;New Hampshire;Via Real;55477
Millard;Washington;42;Augusta;Georgia;Hutchinson Rd;37075
Richard;Eisenhower;97;Augusta;North Carolina;Erringer Road;9119
Martin;Tyler;100;Boise;Utah;North Preisker Lane;15009
James;Harding;75;Concord;Rhode Island;Moreno Drive;32023
Millard;Hayes;97;Columbus;Florida;Greenwood Road;36427
William;Pierce;99;Helena;Kansas;East Main Street;97663
Andrew;Carter;64;Annapolis;Kentucky;Carpinteria North;52122
Rutherford;Ford;47;Topeka;Delaware;S Rustle St;98390
Jimmy;Monroe;36;Topeka;Rhode Island;Hutchinson Rd;48394
Harry;Harrison;68;Oklahoma City;Maine;San Luis Obispo North;66206
Ulysses;Buchanan;45;Phoenix;Delaware;Corona Del Mar;63509
Dwight;Taft;71;Frankfort;North Dakota;Santa Monica Road;72502
Franklin;Jackson;49;Denver;North Dakota;N Kentwood;24711
Bill;Roosevelt;74;Lincoln;Mississippi;N Kentwood;60288
Lyndon;Johnson;73;Tallahassee;Alabama;Newbury Road;85623
Andrew;Jefferson;96;Albany;Louisiana;San Marcos;89304
Ronald;Hayes;83;Hartford;Arkansas;Fairview Avenue;69946
Benjamin;Monroe;96;Pierre;Arkansas;Richmond Hill;87739
Andrew;Cleveland;84;Juneau;Nebraska;North Atherton Street;18211
Calvin;Clinton;28;Frankfort;Mississippi;Castillo Drive;16672
Gerald;Arthur;96;Bismarck;South Carolina;Grandview Drive;55019
Woodrow;Monroe;41;Pierre;New Jersey;Richmond Hill;38350
John;Garfield;77;Santa Fe;Colorado;Bayshore Freeway;33030
Woodrow;Van Buren;71;Dover;Oklahoma;East 1st Street;96505
Bill;Polk;93;Lansing;Idaho;Jones Road;3705
Theodore;Adams;92;Sacramento;Virginia;Tully Road East;36432
Calvin;Jackson;23;Madison;Georgia;El Camino Real;23883
Rutherford;Truman;76;Richmond;Iowa;Harry S Truman Blvd;20975
Dwight;Nixon;37;Albany;Virginia;Westside Freeway;40169
Ulysses;Grant;21;Albany;Idaho;Lawrenceville Suwanee;3066
Theodore;Roosevelt;65;Lansing;Louisiana;Timberlane Drive;32114
Ulysses;Quincy;42;Columbia;Delaware;Padre Boulevard;49272
Jimmy;Hayes;97;Salem;Wisconsin;Apalachee Parkway;20770
Theodore;Buchanan;19;Montgomery;Massachusetts;Carpinteria South;36203
Herbert;Truman;77;Montpelier;Massachusetts;San Ysidro Blvd;15417
James;Harrison;80;Tallahassee;Arkansas;East Fry Blvd.;62532
Theodore;Hayes;86;Boston;Nevada;Erringer Road;30539
Ulysses;Reagan;66;Augusta;Alaska;N Harrison St;94972
Ulysses;Carter;18;Hartford;Michigan;Monroe Street;33363
Gerald;Adams;89;Springfield;New Mexico;Woodson Rd.;43738
Bill;Van Buren;63;Frankfort;Washington;San Ysidro Blvd;3721
William;Taylor;80;Jackson;Michigan;San Ysidro Blvd;99689
Lyndon;McKinley;28;Trenton;Texas;Katella Avenue;504
Dwight;Washington;83;Denver;South Carolina;San Simeon;55452
Franklin;Roosevelt;48;Concord;Pennsylvania;Erringer Road;28662
Ulysses;Harrison;86;Saint Paul;Maryland;Grandview Drive;30984
Lyndon;Eisenhower;91;Lincoln;South Dakota;Carpinteria North;7203
Lyndon;Roosevelt;48;Springfield;Tennessee;Jones Road;71131
Warren;Johnson;73;Charleston;Indiana;Castillo Drive;20068
Jimmy;Cleveland;74;Raleigh;North Carolina;North Broadway Street;30367
Calvin;Roosevelt;71;Little Rock;Wyoming;South Roosevelt Drive;29580
Jimmy;Eisenhower;84;Olympia;Arizona;South Roosevelt Drive;95577
Martin;Adams;32;Tallahassee;Illinois;San Marcos;86291
George;Cleveland;88;Denver;South Carolina;S Rustle St;70230
Calvin;Johnson;57;Frankfort;Delaware;Harry S Truman Blvd;42968
Bill;Roosevelt;62;Olympia;Minnesota;Bowles Avenue;86727
George;Tyler;45;Harrisburg;Mississippi;Corona Del Mar;85811
Ronald;Grant;90;Hartford;Nebraska;Grandview Drive;73898
Chester;Harrison;29;Topeka;Oregon;San Ysidro Blvd;18269
Gerald;Johnson;81;Indianapolis;Ohio;San Ysidro Blvd;64504
Thomas;Polk;68;Richmond;Louisiana;Fairview Avenue;55439
Gerald;Reagan;54;Bismarck;Arkansas;E Fowler Avenue;25819
Calvin;Ford;91;Nashville;Hawaii;Moreno Drive;17374
Jimmy;Jefferson;59;Concord;Ohio;East 1st Street;62907
Dwight;Harrison;39;Montgomery;Nebraska;Harry S Truman Blvd;3065
Ronald;Arthur;14;Juneau;Nebraska;Carpinteria South;18320
Woodrow;Pierce;56;Albany;West Virginia;Carpinteria North;12549
Andrew;Monroe;79;Bismarck;Arizona;San Diego Freeway;48748
Lyndon;Garfield;45;Jefferson City;West Virginia;Tully Road East;89841
Zachary;Quincy;93;Salem;Rhode Island;French Camp Turnpike Road;34596
Andrew;Adams;37;Honolulu;Nevada;Tully Road East;35195
Harry;Arthur;72;Pierre;Tennessee;Carpinteria South;94648
Harry;Hoover;36;Frankfort;Tennessee;Castillo Drive;80755
William;Harrison;66;Oklahoma City;Utah;Santa Monica Road;67664
Franklin;Carter;86;Harrisburg;Florida;East 1st Street;11892
Ulysses;Hoover;64;Jefferson City;Vermont;East Main Street;54915
James;Van Buren;62;Atlanta;Virginia;Cabrillo Highway;18375
Lyndon;Carter;31;Salt Lake City;New York;French Camp Turnpike Road;22035
Franklin;Polk;63;Austin;Indiana;Santa Rosa South;69913
Ulysses;Van Buren;84;Little Rock;Michigan;Carpinteria North;50836
Theodore;Fillmore;19;Indianapolis;Alabama;Carpinteria South;72356
Ulysses;Harrison;75;Jackson;Montana;Santa Rosa North;38642
Rutherford;Pierce;58;Pierre;Ohio;Richmond Hill;90597
Millard;Buchanan;34;Carson City;New York;Tanger Blvd;26732
Benjamin;Roosevelt;53;Augusta;Maryland;North Atherton Street;36870
Jimmy;Hoover;75;Des Moines;Maine;East Calle Primera;24361
Ulysses;Adams;68;Juneau;California;Fairview Avenue;57053
Theodore;Hoover;49;Concord;Alabama;Harbor Dr;89729
Richard;Grant;61;Lincoln;North Dakota;E Fowler Avenue;89665
Dwight;Roosevelt;76;Bismarck;New Hampshire;North Ventu Park Road;54981
George;Johnson;43;Phoenix;Ohio;Jean de la Fontaine;82563
Theodore;Harding;55;Little Rock;Alaska;Cleveland Ave.;94797
Lyndon;Johnson;36;Salt Lake City;Colorado;Erringer Road;89832
Harry;Washington;30;Bismarck;New Mexico;Carpinteria North;55015
Thomas;Jackson;86;Columbus;Rhode Island;Bayshore Freeway;17944
Andrew;Fillmore;31;Frankfort;Utah;North Broadway Street;81958
Rutherford;Harding;76;Boise;Nevada;Fontaine Road;76589
Chester;Reagan;81;Olympia;Hawaii;Santa Rosa North;39047
Grover;Jackson;86;Honolulu;Michigan;East 1st Street;19721
Martin;Roosevelt;43;Concord;Colorado;East Calle Primera;14910
Harry;Adams;65;Frankfort;Louisiana;Timberlane Drive;38549
Rutherford;Harding;42;Tallahassee;South Carolina;Carpinteria South;27570
Martin;Harrison;61;Boise;Iowa;Carpinteria North;16639
James;Eisenhower;38;Hartford;Indiana;Harbor Dr;9407
Benjamin;Harrison;33;Trenton;Georgia;South Highway;51932
Ulysses;Coolidge;91;Lansing;Alaska;Cleveland Ave.;25330
Thomas;Johnson;64;Salt Lake City;Arizona;Santa Rosa North;39378
Bill;Fillmore;41;Carson City;Oregon;French Camp Turnpike Road;75843
Grover;Taft;62;Springfield;Arkansas;Harry S Truman Blvd;37050
Martin;Adams;43;Frankfort;South Dakota;Jones Road;72201
James;Reagan;53;Madison;West Virginia;Cerrillos Road;77737
Ronald;Carter;46;Jefferson City;New Jersey;Greenwood Road;33336
Ulysses;Pierce;57;Topeka;Rhode Island;E Fowler Avenue;55166
Zachary;Kennedy;55;Hartford;Utah;Newbury Road;45432
Richard;McKinley;29;Harrisburg;Wisconsin;Tanger Blvd;693
Zachary;Grant;79;Pierre;Louisiana;Corona Del Mar;82417
Herbert;Taft;38;Saint Paul;Florida;Jean de la Fontaine;62436
Rutherford;Quincy;50;Santa Fe;Florida;Carpinteria Avenue;7844
Warren;Arthur;81;Madison;Maryland;Jones Road;17824
Grover;Harrison;91;Honolulu;Pennsylvania;Padre Boulevard;50118
James;Monroe;64;Albany;New Mexico;Greenwood Road;54176
Grover;Arthur;33;Salt Lake City;South Dakota;Katella Avenue;59158
Herbert;Lincoln;62;Olympia;Wisconsin;Westside Freeway;75527
Richard;Hoover;48;Saint Paul;Indiana;Bayshore Freeway;44722
Rutherford;Hayes;61;Pierre;Wisconsin;Carpinteria Avenue;71035
Abraham;Jefferson;14;Springfield;Alaska;W. Russell St.;57107
Richard;Ford;17;Concord;Nevada;Redwood Highway;68283
Martin;Quincy;31;Raleigh;Hawaii;Camelback Rd;77923
Warren;Pierce;31;Hartford;West Virginia;Carpinteria Avenue;98953
Richard;Wilson;41;Montgomery;New Jersey;Via Real;31301
Theodore;Kennedy;81;Helena;Virginia;Bowles Avenue;3895
Harry;Roosevelt;35;Frankfort;Illinois;Grandview Drive;29367
Calvin;Adams;84;Montpelier;California;Harry S Truman Blvd;76877
Andrew;Johnson;27;Concord;Tennessee;North Atherton Street;16098
Dwight;Pierce;72;Helena;Illinois;South Highway;92207
Woodrow;Quincy;91;Columbus;Arizona;San Diego Freeway;42741
Andrew;Jefferson;70;Springfield;Arizona;Bayshore Freeway;30227
Rutherford;Clinton;54;Pierre;Kansas;Lake Tahoe Blvd.;78762
Chester;Coolidge;55;Honolulu;Mississippi;San Simeon;29261
John;Harrison;45;Bismarck;Minnesota;French Camp Turnpike Road;53606
Thomas;Johnson;78;Springfield;Rhode Island;Pacific Hwy S;73982
William;Roosevelt;41;Albany;Michigan;Bailard Avenue;16230
Abraham;Harding;74;Boise;Kentucky;East 1st Street;23131
Rutherford;Washington;26;Topeka;South Carolina;North Preisker Lane;57072
William;Harrison;82;Tallahassee;Louisiana;East 1st Street;77018
Calvin;Roosevelt;45;Baton Rouge;Ohio;Richmond Hill;37587
Gerald;Adams;66;Bismarck;Rhode Island;W. Russell St.;53907
Harry;Roosevelt;91;Jefferson City;Alabama;Cleveland Ave.;28197
Harry;Kennedy;18;Raleigh;New Hampshire;N Harrison St;48929
Grover;Buchanan;70;Sacramento;South Dakota;South Roosevelt Drive;40146
William;Reagan;49;Jackson;Ohio;East Fry Blvd.;78340
Jimmy;Jefferson;64;Boston;Idaho;Carpinteria South;9671
Harry;Pierce;87;Montgomery;Ohio;North Erringer Road;2106
Warren;Fillmore;41;Concord;Alabama;San Marcos;24549
Herbert;Washington;24;Salem;Rhode Island;East Main Street;79610
Benjamin;Eisenhower;79;Jefferson City;Rhode Island;Jean de la Fontaine;79854
Harry;Carter;45;Augusta;Hawaii;South Highway;55202
Warren;Grant;50;Augusta;New Mexico;East Main Street;78855
Thomas;Harrison;71;Honolulu;Alabama;Tully Road East;24485
Martin;Carter;98;Augusta;New Mexico;Carpinteria Avenue;9680
Chester;Pierce;20;Denver;Iowa;Fontaine Road;79371
Warren;Coolidge;49;Charleston;Maryland;Santa Rosa North;92866
Bill;Van Buren;76;Springfield;Virginia;Lindbergh Blvd;23864
William;Harding;72;Jackson;Wisconsin;San Diego Freeway;9169
Martin;Nixon;28;Springfield;Maine;French Camp Turnpike Road;45796
Ulysses;Taft;17;Helena;Massachusetts;Carpinteria Avenue;42199
Lyndon;Tyler;22;Honolulu;New Jersey;Lindbergh Blvd;98210
Franklin;Carter;82;Madison;Illinois;Lake Tahoe Blvd.;53535
William;Ford;54;Raleigh;Arkansas;Corona Del Mar;12032
John;Garfield;43;Salt Lake City;Missouri;Hutchinson Rd;6695
Harry;Van Buren;93;Austin;Wyoming;French Camp Turnpike Road;26876
Woodrow;Wilson;56;Topeka;Idaho;East Main Street;64823
Franklin;Johnson;43;Carson City;North Dakota;Harry S Truman Blvd;85562
Herbert;Eisenhower;34;Frankfort;North Carolina;Camelback Rd;59748
William;Arthur;71;Lansing;South Dakota;North Broadway Street;9583
Lyndon;Harrison;62;Lansing;Massachusetts;Harbor Dr;7978
Martin;Arthur;91;Sacramento;California;Richmond Hill;25725
Martin;Kennedy;68;Santa Fe;Nebraska;East 1st Street;83960
Martin;Monroe;95;Springfield;Georgia;San Luis Obispo North;89579
Warren;Johnson;90;Providence;Colorado;Monroe Street;40003
Woodrow;Clinton;73;Jackson;Wisconsin;El Camino Real;89783
Martin;Eisenhower;82;Lansing;Kansas;North Atherton Street;34253
William;Monroe;23;Nashville;Kansas;San Luis Obispo North;80993
Lyndon;McKinley;45;Austin;Florida;El Camino Real;27556
Theodore;Harding;56;Helena;Louisiana;Tanger Blvd;95440
Woodrow;Taft;24;Sacramento;Ohio;Cerrillos Road;82193
Herbert;Washington;33;Indianapolis;Massachusetts;San Ysidro Blvd;7888
Zachary;Kennedy;15;Austin;Maine;North Broadway Street;21823
George;Washington;50;Sacramento;Kentucky;Castillo Drive;60455
Calvin;Garfield;39;Nashville;Maine;S Rustle St;34736
Woodrow;Van Buren;38;Harrisburg;South Dakota;Bowles Avenue;99323
Dwight;Polk;18;Austin;Mississippi;Lake Tahoe Blvd.;49958
George;Tyler;38;Harrisburg;Massachusetts;San Simeon;90278
Harry;Ford;92;Hartford;Georgia;Carpinteria South;26926
Abraham;Carter;66;Saint Paul;Maryland;Hutchinson Rd;93434
Rutherford;Taft;83;Trenton;West Virginia;Carpinteria South;49655
Andrew;Harrison;66;Tallahassee;Mississippi;Burnett Road;16768
Ulysses;Cleveland;81;Indianapolis;Rhode Island;Santa Rosa South;41364
Harry;Quincy;50;Lansing;Wyoming;Steele Lane;84068
Woodrow;Arthur;94;Richmond;New Hampshire;Santa Rosa North;37546
Bill;Grant;19;Augusta;Mississippi;Katella Avenue;45021
William;Fillmore;91;Austin;Washington;East Fry Blvd.;7295
Martin;Ford;45;Topeka;California;Milpas Street;96022
Gerald;Jackson;58;Des Moines;Pennsylvania;East Calle Primera;63212
Lyndon;Adams;99;Lincoln;Florida;South Highway;41268
Warren;Nixon;98;Helena;West Virginia;Westside Freeway;79179
Richard;Grant;95;Salem;Hawaii;Erringer Road;99172
Franklin;Johnson;15;Jackson;Washington;French Camp Turnpike Road;58445
Jimmy;Cleveland;38;Hartford;Kentucky;Cabrillo Highway;92503
John;Garfield;82;Boise;South Dakota;Carpinteria South;88442
Benjamin;Reagan;80;Topeka;Idaho;Milpas Street;68030
Rutherford;Harrison;39;Des Moines;Nebraska;El Camino Real;46231
Franklin;Pierce;77;Bismarck;Utah;Newbury Road;88178
Harry;Jefferson;76;Providence;Tennessee;South Highway;2822
